ObjectID,USER_District_Number,USER_District_Name,USER_District_Superintendent,USER_School_Number,Column2,USER_School_Name,USER_Instruction_Type,USER_NCES_School_ID,USER_School_City,USER_School_Principal,USER_Grade_Range,Enrollment,School_Type,Reading Not On Grade-Level,Math Not On Grade-Level,Attendance Rate,Chronic Absenteeism Rate,Teacher Count,Admin Count,Average Teacher Salary,Average Admin Salary,Campus Grade,Campus Score,,,
4182,'099902,CHILLICOTHE ISD,TONY MARTINEZ   ,'099902001,99902001,CHILLICOTHE SCHOOL,REGULAR INSTRUCTIONAL,'481389000876,CHILLICOTHE,BRENDA DUNLAP   KATY TABOR   ,'EE-12,189,Elementary/Secondary,54%,62%,95.10%,11.20%,22.4,2,51382,68282,B,86,,,
4179,'099903,QUANAH ISD,TOM JOHNSON   ,'099903001,99903001,QUANAH High School,REGULAR INSTRUCTIONAL,'483618004067,QUANAH,MRS AMBER SMITH   ,'09-12,143,High School,28%,44%,93.20%,24.20%,23.6,1.1,50285,92543,B,88,,,
4180,'099903,QUANAH ISD,TOM JOHNSON   ,'099903041,99903041,TRAVIS Middle,REGULAR INSTRUCTIONAL,'483618004069,QUANAH,MRS SARAH MILLS   ,'06-08,95,Middle School,48%,80%,94.80%,13.20%,11,1,47951,78900,C,76,,,
4185,'099903,QUANAH ISD,TOM JOHNSON   ,'099903102,99903102,REAGAN Elementary,REGULAR INSTRUCTIONAL,'483618004068,QUANAH,MR JACK NOLES   ,'EE-05,196,Elementary School,48%,53%,95.10%,12.50%,22.2,1,47292,80531,D,68,,,
4181,'100903,KOUNTZE ISD,DR BILLY SHANE REYENGA   ,'100903002,100903002,KOUNTZE High School,REGULAR INSTRUCTIONAL,'482592002919,KOUNTZE,DERRICK EDWARDS   ,'09-12,328,High School,54%,51%,91.70%,30.60%,34.9,1.3,55492,75539,C,77,,,
4184,'100903,KOUNTZE ISD,DR BILLY SHANE REYENGA   ,'100903003,100903003,HARDIN CO ALTER ED,JJAEP INSTRUCTIONAL,'482592008226,KOUNTZE,,'06-12,0,Elementary/Secondary,0%,0%,.,.,.,.,.,.,?,?,,,
4183,'100903,KOUNTZE ISD,DR BILLY SHANE REYENGA   ,'100903041,100903041,KOUNTZE Middle,REGULAR INSTRUCTIONAL,'482592002921,KOUNTZE,MRS CATHY MARSHALL   ,'06-08,230,Middle School,51%,58%,93.40%,23.80%,18.2,1.5,54154,76215,C,76,,,
4186,'100903,KOUNTZE ISD,DR BILLY SHANE REYENGA   ,'100903042,100903042,KOUNTZE Intermediate,REGULAR INSTRUCTIONAL,'482592011977,KOUNTZE,MRS KRISTY YOES   ,'03-05,257,Elementary School,50%,59%,93.10%,24.30%,18.8,1.5,53783,75142,B,80,,,
4187,'100903,KOUNTZE ISD,DR BILLY SHANE REYENGA   ,'100903101,100903101,KOUNTZE Elementary,REGULAR INSTRUCTIONAL,'482592002918,KOUNTZE,MRS KRISTY YOES   ,'EE-02,336,Elementary School,.,.,92.90%,24.90%,23.2,1,49558,77000,B,80,,,
4189,'100904,SILSBEE ISD,DR GREGG WEISS   ,'100904001,100904001,SILSBEE High School,REGULAR INSTRUCTIONAL,'484023004562,SILSBEE,MRS JESSIE MARTIN   ,'09-12,789,High School,61%,88%,93.60%,20.20%,60.5,5.9,57270,81930,C,75,,,
4188,'100904,SILSBEE ISD,DR GREGG WEISS   ,'100904041,100904041,EDWARDS-JOHNSON MEMORIAL Middle,REGULAR INSTRUCTIONAL,'484023004563,SILSBEE,KRISTI GRAHAM   ,'06-08,597,Middle School,62%,80%,93.40%,22.30%,48.4,4.5,53214,75548,D,60,,,
4192,'100904,SILSBEE ISD,DR GREGG WEISS   ,'100904105,100904105,LAURA REEVES Primary,REGULAR INSTRUCTIONAL,'484023013550,SILSBEE,TIFFANY HORTON   ,'EE-KG,281,Elementary School,.,.,.,.,22.3,2,52357,75473,C,77,,,
4195,'100904,SILSBEE ISD,DR GREGG WEISS   ,'100904106,100904106,SILSBEE Elementary,REGULAR INSTRUCTIONAL,'484023013558,SILSBEE,MRS JENNIFER DAURIAC   ,'01-05,921,Elementary School,60%,62%,94.30%,15.00%,67.8,5,50390,69679,C,77,,,
4193,'100905,HARDIN-JEFFERSON ISD,MR BRAD MCEACHERN   ,'100905001,100905001,HARDIN-JEFFERSON High School,REGULAR INSTRUCTIONAL,'482241002248,SOUR LAKE,MR PATRICK BROWN   ,'09-12,782,High School,33%,32%,94.10%,15.10%,53.2,4.4,58078,91955,A,90,,,
4194,'100905,HARDIN-JEFFERSON ISD,MR BRAD MCEACHERN   ,'100905005,100905005,NEW AE,ALTERNATIVE INSTRUCTIONAL,'482241014242,CHINA,,'AE,-1,Other,.,.,91.60%,33.30%,1,0,66832,.,Not Rated,0,,,
4199,'100905,HARDIN-JEFFERSON ISD,MR BRAD MCEACHERN   ,'100905041,100905041,HARDIN-JEFFERSON Junior High,REGULAR INSTRUCTIONAL,'482241002249,SOUR LAKE,PAUL SIMS   ,'06-08,656,Middle School,37%,40%,94.70%,12.50%,39.7,2,55396,77048,B,86,,,
4196,'100905,HARDIN-JEFFERSON ISD,MR BRAD MCEACHERN   ,'100905102,100905102,CHINA Elementary,REGULAR INSTRUCTIONAL,'482241002247,CHINA,MRS DIANNE TIMBERLAKE   ,'EE-05,600,Elementary School,52%,56%,94.20%,16.50%,38.6,2,54030,81990,C,74,,,
4198,'100905,HARDIN-JEFFERSON ISD,MR BRAD MCEACHERN   ,'100905105,100905105,SOUR LAKE Elementary,REGULAR INSTRUCTIONAL,'482241002250,SOUR LAKE,MRS ASHLEY CAUSEY   ,'EE-05,720,Elementary School,50%,54%,94.30%,13.90%,50.5,2,54767,76987,B,81,,,
4197,'100907,LUMBERTON ISD,DR JOHN MATHEWS   ,'100907001,100907001,LUMBERTON High School,REGULAR INSTRUCTIONAL,'481353000848,LUMBERTON,MR TRAVIS L EDGERTON   ,'09-12,1232,High School,30%,55%,93.70%,20.10%,86.3,4.7,53681,81178,B,84,,,
4200,'100907,LUMBERTON ISD,DR JOHN MATHEWS   ,'100907003,100907003,HARDIN CO ALTER ED,JJAEP INSTRUCTIONAL,'481353008582,LUMBERTON,,'05-12,4,Elementary/Secondary,0%,0%,.,.,0.5,0,36981,.,Not Rated,0,,,
4201,'100907,LUMBERTON ISD,DR JOHN MATHEWS   ,'100907041,100907041,LUMBERTON Middle,REGULAR INSTRUCTIONAL,'481353000849,LUMBERTON,MRS AMANDA L JENKINS   ,'06-08,918,Middle School,48%,57%,93.80%,18.00%,58.8,3.9,52824,76466,C,76,,,
4202,'100907,LUMBERTON ISD,DR JOHN MATHEWS   ,'100907101,100907101,LUMBERTON Primary,REGULAR INSTRUCTIONAL,'481353000850,LUMBERTON,MRS APRIL DETERS   ,'01-02,574,Elementary School,.,.,94.60%,13.60%,42.5,3,51304,74667,C,71,,,
4204,'100907,LUMBERTON ISD,DR JOHN MATHEWS   ,'100907102,100907102,LUMBERTON EARLY CHILDHOOD SCH,REGULAR INSTRUCTIONAL,'481353005421,LUMBERTON,MRS HEATHER FOUNTAIN   ,'EE-KG,4,Elementary School,.,.,.,.,26.5,2,50302,46132,C,71,,,
4203,'100907,LUMBERTON ISD,DR JOHN MATHEWS   ,'100907103,100907103,LUMBERTON Intermediate,REGULAR INSTRUCTIONAL,'481353006967,LUMBERTON,MRS KATHERIN WALDROP   ,'03-05,987,Elementary School,54%,56%,95.00%,10.10%,63,3,52018,80839,C,71,,,
4205,'100908,WEST HARDIN COUNTY CISD,MR DONALD R HESEMAN   ,'100908001,100908001,WEST HARDIN High School,REGULAR INSTRUCTIONAL,'484500005127,SARATOGA,TAMMIE LANDRY   ,'07-12,-1,High School,39%,69%,93.30%,19.20%,21.6,2,60870,77499,C,77,,,
4206,'100908,WEST HARDIN COUNTY CISD,MR DONALD R HESEMAN   ,'100908101,100908101,WEST HARDIN Elementary,REGULAR INSTRUCTIONAL,'484500005126,SARATOGA,MRS TERESA CAMP   ,'EE-06,280,Elementary School,61%,71%,93.60%,16.50%,21.8,2,65294,65032,D,69,,,
4338,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902001,101902001,ALDINE High School,REGULAR INSTRUCTIONAL,'480771000057,HOUSTON,KANISHA WILEY   LUZ DEL CARMEN DEANDA   ,'09-12,2481,High School,69%,72%,85.70%,48.40%,167.4,11,65680,96282,C,78,,,
4342,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902002,101902002,CARVER High School FOR APPLIED TECH/ENGINEERING/ARTS,REGULAR INSTRUCTIONAL,'480771000056,HOUSTON,LA'KESHIA WILLIAMS   ,'09-12,708,High School,56%,86%,90.40%,31.50%,53,4,64018,100038,B,89,,,
4346,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902003,101902003,MACARTHUR High School,REGULAR INSTRUCTIONAL,'480771000076,HOUSTON,SHAUNA R SHOWERS   YUL EVERLINE   ,'09-12,3501,High School,67%,83%,86.00%,44.40%,197.9,12.5,66257,89476,D,68,,,
4341,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902004,101902004,EISENHOWER High School,REGULAR INSTRUCTIONAL,'480771000066,HOUSTON,DARRELL ROSS   MR JAMES METCALF   ,'09-12,2262,High School,70%,84%,84.30%,54.30%,163.2,11,66019,94060,C,72,,,
4344,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902005,101902005,NIMITZ High School,REGULAR INSTRUCTIONAL,'480771000063,HOUSTON,CHARLES LAND   WALTER STEWART   ,'09-12,2651,High School,61%,79%,86.80%,49.90%,167.7,9,64296,98380,C,75,,,
4345,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902008,101902008,VICTORY EARLY COLLEGE High School,REGULAR INSTRUCTIONAL,'480771011879,HOUSTON,CEDRIC B STEWART   ,'09-12,442,High School,9%,42%,94.90%,16.40%,21,2,68237,111577,A,97,,,
4343,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902012,101902012,DAVIS High School ALDINE,REGULAR INSTRUCTIONAL,'480771012108,HOUSTON,ANTHONY L WATKINS   JOSHUA NATION   ,'09-12,3184,High School,70%,88%,85.80%,49.90%,190.6,13,63727,92985,D,69,,,
4350,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902013,101902013,HALL SUCCESS ACADEMY,ALTERNATIVE INSTRUCTIONAL,'480771012521,HOUSTON,TAMMIE MORAN   ,'08-12,168,High School,82%,88%,65.60%,79.00%,25,0,68065,.,C,77,,,
4347,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902014,101902014,BLANSON CTE High School,REGULAR INSTRUCTIONAL,'480771013733,HOUSTON,JOSHUA M VAN DONSEL   ,'09-12,1258,High School,28%,31%,95.10%,13.50%,75.7,5,65415,96254,A,97,,,
4359,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902015,101902015,AVALOS P-TECH SCHOOL,REGULAR INSTRUCTIONAL,'480771013696,HOUSTON,STEPHEN HEADY   ,'09-12,400,High School,19%,58%,94.00%,19.10%,27.9,2,66376,96213,A,97,,,
4349,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902016,101902016,YOUNG WOMENS LEADERSHIP ACADEMY,REGULAR INSTRUCTIONAL,'480771014248,HOUSTON,JERICAH JACKSON   ,'06-12,355,Elementary/Secondary,13%,21%,96.30%,8.10%,24.9,2,65465,94552,A,95,,,
4348,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902017,101902017,LA PROMESA,ALTERNATIVE INSTRUCTIONAL,'480771014249,HOUSTON,ANA FLORES-BOLIVAR   ,'09-12,448,High School,88%,19%,90.40%,28.00%,32.3,1,63604,105060,B,85,,,
4352,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902041,101902041,ALDINE Middle,REGULAR INSTRUCTIONAL,'480771000058,HOUSTON,SALVADOR PERALTA   ,'06-08,842,Middle School,72%,84%,91.40%,33.70%,67.7,2,65592,78343,F,59,,,
4351,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902042,101902042,DREW ACADEMY,REGULAR INSTRUCTIONAL,'480771017014,HOUSTON,JEROME NICKERSON   ,'07-08,363,Junior High School,65%,83%,91.40%,29.20%,38.2,1,65526,83492,C,72,,,
4356,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902043,101902043,HAMBRICK Middle,REGULAR INSTRUCTIONAL,'480771000070,HOUSTON,JOSE ALMENDAREZ   ,'06-08,965,Middle School,72%,65%,91.00%,32.10%,76.7,4,66192,91625,C,79,,,
4353,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902044,101902044,STOVALL Middle,REGULAR INSTRUCTIONAL,'480771000086,HOUSTON,ELSA WRIGHT   ,'06-08,1039,Middle School,70%,78%,92.10%,27.00%,66.1,3.8,66423,85549,F,59,,,
4354,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902045,101902045,TEAGUE Middle,REGULAR INSTRUCTIONAL,'480771000087,HUMBLE,JONATHAN D KEGLER   ,'06-08,550,Middle School,70%,86%,88.60%,43.20%,74.4,2,64099,97764,B,81,,,
4355,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902046,101902046,HOFFMAN Middle,REGULAR INSTRUCTIONAL,'480771000072,HOUSTON,JEANA R MORRISON-ADAMS   ,'06-08,643,Middle School,72%,86%,91.40%,31.60%,59.6,4,66000,93574,F,59,,,
4357,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902047,101902047,SHOTWELL Middle,REGULAR INSTRUCTIONAL,'480771000084,HOUSTON,KIMBERLY D JOHNSON   ,'06-08,832,Middle School,60%,71%,91.20%,32.30%,76.1,1.9,65058,57894,C,76,,,
4365,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902048,101902048,GRANTHAM ACADEMY,REGULAR INSTRUCTIONAL,'480771005942,HOUSTON,IVAN HEPWORTH   ,'06-08,1006,Middle School,74%,73%,91.40%,31.90%,72,4,65606,87863,D,68,,,
4360,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902051,101902051,PLUMMER Middle,REGULAR INSTRUCTIONAL,'480771010721,HOUSTON,DETRICK MCAFEE   ,'06-08,894,Middle School,74%,81%,90.60%,36.70%,68.5,3,65614,88499,D,66,,,
4358,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902052,101902052,LEWIS Middle,REGULAR INSTRUCTIONAL,'480771012198,HOUSTON,CRYSTAL MAHAR   ,'06-08,1054,Middle School,77%,90%,88.30%,47.90%,71.2,4,65527,82371,F,59,,,
4361,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902053,101902053,GARCIA Middle,REGULAR INSTRUCTIONAL,'480771012191,HOUSTON,PHOEBE PRUITT   ,'06-08,966,Middle School,61%,65%,89.70%,38.10%,73.1,3,65318,90982,C,77,,,
4362,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902054,101902054,JONES Middle,REGULAR INSTRUCTIONAL,'480771013718,HUMBLE,TORRANCE A BROOKS   ,'06-08,1235,Middle School,61%,75%,91.60%,30.10%,84.5,4,64848,78321,C,76,,,
4363,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902055,101902055,MEAD Middle,REGULAR INSTRUCTIONAL,'480771013705,HOUSTON,JOSE LARA COLLAZO   ,'06-08,910,Middle School,71%,74%,90.70%,34.10%,73.6,1.9,64511,76956,C,72,,,
4364,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902062,101902062,HOUSTON ACADEMY,REGULAR INSTRUCTIONAL,'480771009550,HOUSTON,ROBIN N WILLIS   ,'05-06,372,Middle School,58%,69%,92.40%,26.00%,33.6,2,67850,92560,C,77,,,
4370,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902076,101902076,IMPACT LEADERSHIP ACADEMY,REGULAR INSTRUCTIONAL,'480771014250,HOUSTON,JARED C LEE   ,'01-08,193,Elementary School,59%,56%,93.00%,26.20%,18.3,1,64774,107695,B,80,,,
4367,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902098,101902098,HIGHPOINT,DAEP INSTRUCTIONAL,'480771010723,HOUSTON,COURTNEY WATERS   TODD LINDEMAN   ,'05-12,-1,Elementary/Secondary,.,.,63.90%,82.10%,.,.,.,.,Not Rated,0,,,
4366,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902099,101902099,ALDINE J J A E P,JJAEP INSTRUCTIONAL,'480771007620,HOUSTON,SHERIDA BARNES   TODD LINDEMAN   ,'05-12,4,Elementary/Secondary,.,0%,.,.,.,.,.,.,Not Rated,0,,,
4368,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902101,101902101,ANDERSON ACADEMY,REGULAR INSTRUCTIONAL,'480771000059,HOUSTON,LEANNDA C ASHLEY   ,'01-04,568,Elementary School,65%,67%,92.70%,24.20%,44.9,3,64467,88066,C,78,,,
4372,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902103,101902103,CARROLL Elementary,REGULAR INSTRUCTIONAL,'480771000062,HOUSTON,SERJIO MEDINA   ,'01-05,568,Elementary School,72%,69%,93.60%,21.80%,37,3,63737,84288,B,85,,,
4374,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902104,101902104,REECE ACADEMY,REGULAR INSTRUCTIONAL,'480771007307,HOUSTON,NATALIE M ANDRUS   ,'PK-KG,402,Elementary School,.,.,.,.,28,2,65113,88905,C,78,,,
4371,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902105,101902105,FRANCIS Elementary,REGULAR INSTRUCTIONAL,'480771000069,HUMBLE,MYRA A BELL   ,'01-05,770,Elementary School,70%,72%,90.70%,36.50%,45.2,2,62748,93260,D,66,,,
4373,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902106,101902106,GOODMAN Elementary,REGULAR INSTRUCTIONAL,'480771000071,HOUSTON,LADON WARD   ,'01-05,585,Elementary School,50%,46%,92.10%,31.00%,27.4,3,66702,94065,C,79,,,
4375,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902107,101902107,CARTER ACADEMY,REGULAR INSTRUCTIONAL,'480771007919,HOUSTON,CINDY BUENTELLO   ,'01-05,789,Elementary School,57%,67%,93.10%,23.50%,44,3,63829,85613,C,75,,,
4377,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902108,101902108,LANE SCHOOL,REGULAR INSTRUCTIONAL,'480771000075,HOUSTON,DALE PrimaryOLEAU   ,'EE KG-12,101,Elementary/Secondary,.,.,86.30%,42.60%,51.9,5,67390,88561,Not Rated,0,,,
4378,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902110,101902110,WORSHAM Elementary,REGULAR INSTRUCTIONAL,'480771000079,HOUSTON,PABLO G SIBOLDI   ,'01-05,449,Elementary School,47%,46%,92.80%,25.30%,31,3,68631,86841,B,82,,,
4376,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902111,101902111,OLESON Elementary,REGULAR INSTRUCTIONAL,'480771000080,HOUSTON,NADIA D STAFFORD   ,'01-05,411,Elementary School,66%,73%,92.80%,24.40%,28.7,2,62333,88937,C,74,,,
4379,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902112,101902112,ORANGE GROVE Elementary,REGULAR INSTRUCTIONAL,'480771000081,HOUSTON,JOSE L DIAZ   ,'01-05,516,Elementary School,71%,65%,92.70%,27.20%,36,3,64562,84453,C,75,,,
4382,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902113,101902113,RAYMOND Elementary,REGULAR INSTRUCTIONAL,'480771000082,HOUSTON,ESPERANZA JONES-VALSIN   ,'01-05,297,Elementary School,74%,77%,92.30%,31.10%,27,2,64193,89803,C,73,,,
4381,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902114,101902114,SMITH Elementary,REGULAR INSTRUCTIONAL,'480771000073,HOUSTON,GREGORY CASTILLE   ,'01-05,553,Elementary School,82%,78%,91.60%,32.00%,34.8,3,70515,93416,D,62,,,
4380,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902115,101902115,ODOM Elementary,REGULAR INSTRUCTIONAL,'480771000064,HOUSTON,RICARDO PEQUENO CARMONA   ,'01-05,322,Elementary School,65%,55%,92.80%,24.50%,25,2,66240,90624,B,84,,,
4386,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902116,101902116,JOHNSON Elementary,REGULAR INSTRUCTIONAL,'480771000074,HUMBLE,PAMELA RIGGANS-JOHNSON   ,'01-05,565,Elementary School,84%,74%,92.20%,28.80%,38.9,3,65042,85591,C,74,,,
4383,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902117,101902117,THOMPSON Elementary,REGULAR INSTRUCTIONAL,'480771000068,HOUSTON,MIRIAM ACOSTA   ,'01-05,455,Elementary School,40%,49%,94.30%,17.30%,35.8,2,65847,88096,A,92,,,
4384,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902118,101902118,SAMMONS Elementary,REGULAR INSTRUCTIONAL,'480771000083,HOUSTON,MIRIAM ACOSTA   ,'01-05,0,Elementary School,57%,56%,94.00%,18.00%,23,2,65247,94672,?,?,,,
4393,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902119,101902119,STEPHENS Elementary,REGULAR INSTRUCTIONAL,'480771000085,HOUSTON,MARITZA ARCOS   ,'01-05,517,Elementary School,63%,60%,92.80%,24.80%,30.7,1.8,67010,79533,C,71,,,
4385,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902121,101902121,ERMEL Elementary,REGULAR INSTRUCTIONAL,'480771000067,HOUSTON,LORI BROOKS   ,'01-05,436,Elementary School,61%,59%,91.40%,31.30%,36.4,1,76767,99000,B,86,,,
4387,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902122,101902122,CARMICHAEL Elementary,REGULAR INSTRUCTIONAL,'480771000061,HOUSTON,MONICA M STOGSDILL   ,'01-05,711,Elementary School,51%,45%,93.50%,21.20%,40,3,65292,89900,B,80,,,
4389,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902123,101902123,CONLEY Elementary,REGULAR INSTRUCTIONAL,'480771005634,HOUSTON,CANDACE HARDIN   ,'01-05,0,Elementary School,64%,53%,93.20%,24.00%,23.8,2,68625,93812,?,?,,,
4388,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902124,101902124,DUNN Elementary,REGULAR INSTRUCTIONAL,'480771006204,HOUSTON,ARTISHA HOLMES   ,'01-05,800,Elementary School,73%,84%,92.50%,27.70%,45.7,3,65127,84826,D,69,,,
4390,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902125,101902125,GRAY Elementary,REGULAR INSTRUCTIONAL,'480771006638,HOUSTON,LEANNDA ASHLEY   ,'01-05,0,Elementary School,69%,72%,93.40%,21.40%,36.8,3,67237,86163,?,?,,,
4397,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902126,101902126,BLACK Elementary,REGULAR INSTRUCTIONAL,'480771006639,HOUSTON,NANCY PAREDES   ,'01-05,488,Elementary School,71%,74%,93.40%,23.00%,34.7,2,64586,89543,B,81,,,
4391,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902128,101902128,CALVERT Elementary,REGULAR INSTRUCTIONAL,'480771021292,HOUSTON,SHERYL J DUNCAN   ,'01-05,408,Elementary School,47%,51%,92.70%,27.40%,32,3,64727,88484,B,85,,,
4394,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902129,101902129,HARRIS Elementary,REGULAR INSTRUCTIONAL,'480771008260,HOUSTON,NORMAN DIONISIO   ,'01-05,448,Elementary School,76%,70%,91.80%,30.00%,33,3,75807,88556,C,78,,,
4392,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902130,101902130,KUJAWA Elementary,REGULAR INSTRUCTIONAL,'480771009556,HOUSTON,KIMBERLY D JENKINS   ,'01-05,562,Elementary School,66%,70%,92.40%,25.40%,39.5,3,66308,84659,D,69,,,
4396,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902131,101902131,BUSSEY Elementary,REGULAR INSTRUCTIONAL,'480771009528,HOUSTON,KATHLEEN T SCOTT   ,'01-05,489,Elementary School,58%,58%,93.10%,22.80%,34,2,64915,96899,B,83,,,
4395,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902132,101902132,SPENCE Elementary,REGULAR INSTRUCTIONAL,'480771010724,HOUSTON,KRYSTAL AUGUSTE   ,'01-05,686,Elementary School,73%,84%,92.10%,34.10%,35.7,3,63808,84179,C,73,,,
4399,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902134,101902134,JONES Elementary,REGULAR INSTRUCTIONAL,'480771011899,HUMBLE,DARNISHA HARVEY   ,'01-05,662,Elementary School,63%,54%,93.40%,22.10%,42.7,3,65377,87582,C,78,,,
4400,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902135,101902135,GREENSPOINT Elementary,REGULAR INSTRUCTIONAL,'480771012174,HOUSTON,TAMI SCHULER   ,'01-05,755,Elementary School,65%,64%,91.00%,37.10%,41.8,3,62707,90117,B,82,,,
4401,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902136,101902136,CYPRESSWOOD Elementary,REGULAR INSTRUCTIONAL,'480771012216,HOUSTON,GUY TRENT JOHNSON   ,'01-05,737,Elementary School,67%,73%,93.20%,24.90%,42.2,2.8,64673,83013,B,82,,,
4398,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902137,101902137,ECKERT Elementary,REGULAR INSTRUCTIONAL,'480771013688,HOUSTON,JENNIFER PrimaryCE   ,'01-05,454,Elementary School,78%,80%,91.00%,38.20%,29.6,3,63957,84950,D,69,,,
4402,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902138,101902138,ESCAMILLA Elementary,REGULAR INSTRUCTIONAL,'480771013771,HOUSTON,SUSAN L REHAN   ,'01-05,809,Elementary School,68%,70%,93.30%,21.60%,48.7,3,62884,90445,C,77,,,
4405,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902139,101902139,STEHLIK Elementary,REGULAR INSTRUCTIONAL,'480771013680,HOUSTON,DORA GARZA   ,'01-05,683,Elementary School,67%,64%,91.80%,31.40%,31.7,3,65280,89560,D,66,,,
4404,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902141,101902141,CARAWAY Elementary,REGULAR INSTRUCTIONAL,'480771013787,HOUSTON,KORY JESSIE   ,'01-05,553,Elementary School,87%,88%,91.20%,33.20%,32.3,2,65610,85389,D,64,,,
4403,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902143,101902143,REED ACADEMY,REGULAR INSTRUCTIONAL,'480771013764,HOUSTON,DELILAH ST JULIAN   ,'01-05,637,Elementary School,61%,57%,92.40%,28.60%,42,3,64742,94012,C,75,,,
4408,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902144,101902144,HILL Elementary,REGULAR INSTRUCTIONAL,'480771013675,HOUSTON,CONSTANCE WHITE   ,'01-05,646,Elementary School,57%,66%,93.60%,20.00%,32.8,3,65093,87619,C,77,,,
4407,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902145,101902145,MARCELLA Elementary,REGULAR INSTRUCTIONAL,'480771013776,HOUSTON,ELIZABETH ARIAS-ROBLES   ,'01-05,530,Elementary School,67%,67%,91.30%,34.60%,35,3,65822,89500,B,85,,,
4406,'101902,ALDINE ISD,DR LATONYA GOFFNEY   ,'101902146,101902146,OGDEN Elementary,REGULAR INSTRUCTIONAL,'480771013692,HOUSTON,JOYELLE WHITE   ,'01-05,584,Elementary School,72%,80%,92.00%,33.70%,39.2,3,63222,78663,D,66,,,
